Outlet,Receipt Number,Date,Time,Category,Brand,Items,Variant,SKU,Quantity,Modifier Applied,Discount Applied,Gross Sales,Discounts,Refunds,Net Sales,Gratuity,Tax,Sales Type,Collected By,Served By,Customer,Payment Method,Event Type,Reason of Refund
Pizza Impact,JV1OZ4,31-12-2023,19:31:06,SLICE,Unbranded,Slice Cheese,,,1,,50k for 2 slices 2,30000.0,4736.842,0.0,25263.158,0.0,0.0,Dine In,Pizza Impact,,,BCA QR,Payment,
Pizza Impact,JV1OZ4,31-12-2023,19:31:06,SLICE,Unbranded,Slice Pepperoni,,,1,,50k for 2 slices 2,35000.0,5526.316,0.0,29473.684,0.0,0.0,Dine In,Pizza Impact,,,BCA QR,Payment,
Pizza Impact,JV1OZ4,31-12-2023,19:31:06,SLICE,Unbranded,Mac & cheese,,14080,1,,"promo new menu, 50k for 2 slices 2",35000.0,9736.842,0.0,25263.158,0.0,0.0,Dine In,Pizza Impact,,,BCA QR,Payment,
Pizza Impact,JV1OZ3,31-12-2023,18:49:53,SLICE,Unbranded,Box Slice,,,1,,,3000.0,0.0,0.0,3000.0,0.0,0.0,Dine In,Pizza Impact,,,Cash,Payment,
Pizza Impact,JV1OZ2,31-12-2023,18:19:34,PIE,Unbranded,Full Refund for: JV1OZ2 - MIX,,,-1,,"50k for 2 slices 1, 50k for 2 slices 3",0.0,-30000.0,230000.0,-200000.0,0.0,0.0,Dine In,Pizza Impact,,,BCA,Refund,Accidental Charge
Pizza Impact,JV1OZ2,31-12-2023,18:17:33,PIE,Unbranded,MIX,,,1,,"50k for 2 slices 1, 50k for 2 slices 3",230000.0,30000.0,0.0,200000.0,0.0,0.0,Dine In,Pizza Impact,,,BCA,Payment,
Pizza Impact,JV1OZ1,31-12-2023,18:17:13,PIE,Unbranded,MIX,,,1,,"50k for 2 slices 1, 50k for 2 slices 3",230000.0,30000.0,0.0,200000.0,0.0,0.0,Dine In,Pizza Impact,,,BCA,Payment,
Pizza Impact,JV1OZ0,31-12-2023,18:11:09,SLICE,Unbranded,Slice Pepperoni,,,1,,50k for 2 slices 2,35000.0,8076.923,0.0,26923.077,0.0,0.0,Dine In,Pizza Impact,,,BCA QR,Payment,
Pizza Impact,JV1OZ0,31-12-2023,18:11:09,SLICE,Unbranded,Slice Cheese,,,1,,50k for 2 slices 2,30000.0,6923.077,0.0,23076.923,0.0,0.0,Dine In,Pizza Impact,,,BCA QR,Payment,
Pizza Impact,JV1OYZ,31-12-2023,17:45:59,PIE,Unbranded,MIX,,,1,,"50k for 2 slices 1, 50k for 2 slices 3",230000.0,30000.0,0.0,200000.0,0.0,0.0,Dine In,Pizza Impact,,,BCA QR,Payment,
Pizza Impact,JV1OYY,31-12-2023,17:41:18,SLICE,Unbranded,Slice Cheese,,,1,,,30000.0,0.0,0.0,30000.0,0.0,0.0,Dine In,Pizza Impact,,,BCA QR,Payment,
Pizza Impact,JV1OYX,31-12-2023,17:38:27,SLICE,Unbranded,Slice Cheese,,,1,,,30000.0,0.0,0.0,30000.0,0.0,0.0,Dine In,Pizza Impact,,,Cash,Payment,
Pizza Impact,JV1OYX,31-12-2023,17:38:27,SLICE,Unbranded,Slice Pepperoni,,,1,,,35000.0,0.0,0.0,35000.0,0.0,0.0,Dine In,Pizza Impact,,,Cash,Payment,
Pizza Impact,JV1OYW,31-12-2023,17:04:37,PIE,Unbranded,MIX,,,1,,,230000.0,0.0,0.0,230000.0,0.0,0.0,Dine In,Pizza Impact,,,BCA QR,Payment,
Pizza Impact,JV1OYV,31-12-2023,14:28:35,SLICE,Unbranded,Slice Cheese,,,1,,50k for 2 slices 2,30000.0,6923.077,0.0,23076.923,0.0,0.0,Dine In,Pizza Impact,,,BCA QR,Payment,
Pizza Impact,JV1OYV,31-12-2023,14:28:35,SLICE,Unbranded,Slice Pepperoni,,,1,,50k for 2 slices 2,35000.0,8076.923,0.0,26923.077,0.0,0.0,Dine In,Pizza Impact,,,BCA QR,Payment,
Pizza Impact,JV1OYU,31-12-2023,14:23:06,SLICE,Unbranded,Slice Cheese,,,1,,50k for 2 slices 2,30000.0,2903.226,0.0,27096.774,0.0,0.0,Dine In,Pizza Impact,,,BCA QR,Payment,
Pizza Impact,JV1OYU,31-12-2023,14:23:06,SLICE,Unbranded,Mac & cheese,,14080,3,,"promo new menu, 50k for 2 slices 2",105000.0,23709.677,0.0,81290.323,0.0,0.0,Dine In,Pizza Impact,,,BCA QR,Payment,
Pizza Impact,JV1OYU,31-12-2023,14:23:06,SLICE,Unbranded,Slice Pepperoni,,,1,,50k for 2 slices 2,35000.0,3387.097,0.0,31612.903,0.0,0.0,Dine In,Pizza Impact,,,BCA QR,Payment,
Pizza Impact,JV1OYT,31-12-2023,14:15:19,SLICE,Unbranded,Slice Pepperoni,,,1,,,35000.0,0.0,0.0,35000.0,0.0,0.0,Dine In,Pizza Impact,,,Cash,Payment,
Pizza Impact,JV1OYS,31-12-2023,14:04:34,SLICE,Unbranded,Slice Pepperoni,,,1,,50k for 2 slices 2,35000.0,8076.923,0.0,26923.077,0.0,0.0,Dine In,Pizza Impact,,,BCA QR,Payment,
Pizza Impact,JV1OYS,31-12-2023,14:04:34,SLICE,Unbranded,Slice Cheese,,,1,,50k for 2 slices 2,30000.0,6923.077,0.0,23076.923,0.0,0.0,Dine In,Pizza Impact,,,BCA QR,Payment,
Pizza Impact,JV1OYR,31-12-2023,12:06:51,SLICE,Unbranded,Mac & cheese,,14080,1,,promo new menu,35000.0,5000.0,0.0,30000.0,0.0,0.0,Dine In,Pizza Impact,,,BCA QR,Payment,
Pizza Impact,JV1OYQ,31-12-2023,12:01:08,SLICE,Unbranded,Mac & cheese,,14080,1,,promo new menu,35000.0,5000.0,0.0,30000.0,0.0,0.0,Dine In,Pizza Impact,,,BCA QR,Payment,
Pizza Impact,JV1OYP,30-12-2023,20:54:07,PIE,Unbranded,MIX,,,1,,"50k for 2 slices 1, 50k for 2 slices 3",230000.0,26538.462,0.0,203461.538,0.0,0.0,Dine In,Pizza Impact,,,Cash,Payment,
Pizza Impact,JV1OYP,30-12-2023,20:54:07,SLICE,Unbranded,Mac & cheese,,14080,1,,"promo new menu, 50k for 2 slices 1, 50k for 2 slices 3",35000.0,8461.538,0.0,26538.462,0.0,0.0,Dine In,Pizza Impact,,,Cash,Payment,
Pizza Impact,JV1OYO,30-12-2023,20:51:42,SLICE,Unbranded,Mac & cheese,,14080,1,,promo new menu,35000.0,5000.0,0.0,30000.0,0.0,0.0,Dine In,Pizza Impact,,,BCA QR,Payment,
Pizza Impact,JV1OYN,30-12-2023,20:18:37,SLICE,Unbranded,Slice Pepperoni,,,1,,Voucher 25k all varian,35000.0,5000.0,0.0,30000.0,0.0,0.0,Dine In,Pizza Impact,,,BCA QR,Payment,
Pizza Impact,JV1OYM,30-12-2023,20:10:54,SLICE,Unbranded,Slice Pepperoni,,,1,,50k for 2 slices 2,35000.0,7720.588,0.0,27279.412,0.0,0.0,Dine In,Pizza Impact,,,Cash,Payment,
Pizza Impact,JV1OYM,30-12-2023,20:10:54,SLICE,Unbranded,Box Slice,,,1,,50k for 2 slices 2,3000.0,661.765,0.0,2338.235,0.0,0.0,Dine In,Pizza Impact,,,Cash,Payment,
Pizza Impact,JV1OYM,30-12-2023,20:10:54,SLICE,Unbranded,Slice Cheese,,,1,,50k for 2 slices 2,30000.0,6617.647,0.0,23382.353,0.0,0.0,Dine In,Pizza Impact,,,Cash,Payment,
Pizza Impact,JV1OYL,30-12-2023,19:31:04,SLICE,Unbranded,Slice Cheese,,,1,,50k for 2 slices 2,30000.0,6923.077,0.0,23076.923,0.0,0.0,Dine In,Pizza Impact,,,BCA QR,Payment,
Pizza Impact,JV1OYL,30-12-2023,19:31:04,SLICE,Unbranded,Slice Pepperoni,,,1,,50k for 2 slices 2,35000.0,8076.923,0.0,26923.077,0.0,0.0,Dine In,Pizza Impact,,,BCA QR,Payment,
Pizza Impact,JV1OYK,30-12-2023,18:51:22,SLICE,Unbranded,Slice Cheese,,,1,,,30000.0,0.0,0.0,30000.0,0.0,0.0,Dine In,Pizza Impact,,,BCA QR,Payment,
Pizza Impact,JV1OYJ,30-12-2023,18:27:22,SLICE,Unbranded,Slice Pepperoni,,,1,,50k for 2 slices 2,35000.0,8076.923,0.0,26923.077,0.0,0.0,Dine In,Pizza Impact,,,BCA QR,Payment,
Pizza Impact,JV1OYJ,30-12-2023,18:27:22,SLICE,Unbranded,Slice Cheese,,,1,,50k for 2 slices 2,30000.0,6923.077,0.0,23076.923,0.0,0.0,Dine In,Pizza Impact,,,BCA QR,Payment,
Pizza Impact,JV1OYI,30-12-2023,17:53:22,SLICE,Unbranded,Box Slice,,,1,,,3000.0,0.0,0.0,3000.0,0.0,0.0,Dine In,Pizza Impact,,,Cash,Payment,
Pizza Impact,JV1OYH,30-12-2023,17:45:52,SLICE,Unbranded,Slice Pepperoni,,,1,,50k for 2 slices 2,35000.0,4038.462,0.0,30961.538,0.0,0.0,Dine In,Pizza Impact,,,BCA QR,Payment,
Pizza Impact,JV1OYH,30-12-2023,17:45:52,SLICE,Unbranded,Slice Pepperoni,,,1,,50k for 2 slices 2,35000.0,4038.462,0.0,30961.538,0.0,0.0,Dine In,Pizza Impact,,,BCA QR,Payment,
Pizza Impact,JV1OYH,30-12-2023,17:45:52,SLICE,Unbranded,Slice Cheese,,,1,,50k for 2 slices 2,30000.0,3461.538,0.0,26538.462,0.0,0.0,Dine In,Pizza Impact,,,BCA QR,Payment,
Pizza Impact,JV1OYH,30-12-2023,17:45:52,SLICE,Unbranded,Mac & cheese,,14080,1,,"promo new menu, 50k for 2 slices 2",35000.0,8461.538,0.0,26538.462,0.0,0.0,Dine In,Pizza Impact,,,BCA QR,Payment,
Pizza Impact,JV1OYG,30-12-2023,17:38:10,SLICE,Unbranded,Mac & cheese,,14080,1,,promo new menu,35000.0,5000.0,0.0,30000.0,0.0,0.0,Dine In,Pizza Impact,,,BCA QR,Payment,
Pizza Impact,JV1OYG,30-12-2023,17:38:10,SLICE,Unbranded,Slice Cheese,,,2,,,60000.0,0.0,0.0,60000.0,0.0,0.0,Dine In,Pizza Impact,,,BCA QR,Payment,
Pizza Impact,JV1OYF,30-12-2023,16:22:44,SLICE,Unbranded,Box Slice,,,1,,,3000.0,0.0,0.0,3000.0,0.0,0.0,Dine In,Pizza Impact,,,Cash,Payment,
Pizza Impact,JV1OYE,30-12-2023,16:19:04,SLICE,Unbranded,Mac & cheese,,14080,1,,promo new menu,35000.0,5000.0,0.0,30000.0,0.0,0.0,Dine In,Pizza Impact,,,BCA QR,Payment,
Pizza Impact,JV1OYD,30-12-2023,15:31:46,SLICE,Unbranded,Slice Pepperoni,,,1,,,35000.0,0.0,0.0,35000.0,0.0,0.0,Dine In,Pizza Impact,,,BCA QR,Payment,
Pizza Impact,JV1OYD,30-12-2023,15:31:46,SLICE,Unbranded,Slice Cheese,,,1,,,30000.0,0.0,0.0,30000.0,0.0,0.0,Dine In,Pizza Impact,,,BCA QR,Payment,
Pizza Impact,JV1OYC,30-12-2023,15:23:58,SLICE,Unbranded,Slice Cheese,,,1,,50k for 2 slices 2,30000.0,6923.077,0.0,23076.923,0.0,0.0,Dine In,Pizza Impact,,,BCA QR,Payment,
Pizza Impact,JV1OYC,30-12-2023,15:23:58,SLICE,Unbranded,Slice Pepperoni,,,1,,50k for 2 slices 2,35000.0,8076.923,0.0,26923.077,0.0,0.0,Dine In,Pizza Impact,,,BCA QR,Payment,
Pizza Impact,JV1OYB,30-12-2023,14:49:22,SLICE,Unbranded,Slice Cheese,,,1,,50k for 2 slices 2,30000.0,6923.077,0.0,23076.923,0.0,0.0,Dine In,Pizza Impact,,,Cash,Payment,
Pizza Impact,JV1OYB,30-12-2023,14:49:22,SLICE,Unbranded,Slice Pepperoni,,,1,,50k for 2 slices 2,35000.0,8076.923,0.0,26923.077,0.0,0.0,Dine In,Pizza Impact,,,Cash,Payment,
Pizza Impact,JV1OYA,30-12-2023,14:43:18,PIE,Unbranded,MIX,,,1,,"50k for 2 slices 1, 50k for 2 slices 3",230000.0,30000.0,0.0,200000.0,0.0,0.0,Dine In,Pizza Impact,,,BCA QR,Payment,
Pizza Impact,JV1OY9,30-12-2023,14:18:22,SLICE,Unbranded,Slice Pepperoni,,,1,,50k for 2 slices 2,35000.0,8076.923,0.0,26923.077,0.0,0.0,Dine In,Pizza Impact,,,BCA QR,Payment,
Pizza Impact,JV1OY9,30-12-2023,14:18:22,SLICE,Unbranded,Slice Cheese,,,1,,50k for 2 slices 2,30000.0,6923.077,0.0,23076.923,0.0,0.0,Dine In,Pizza Impact,,,BCA QR,Payment,
Pizza Impact,JV1OY8,30-12-2023,14:12:35,SLICE,Unbranded,Slice Pepperoni,,,1,,50k for 2 slices 2,35000.0,7720.588,0.0,27279.412,0.0,0.0,Dine In,Pizza Impact,,,BCA QR,Payment,
Pizza Impact,JV1OY8,30-12-2023,14:12:35,SLICE,Unbranded,Slice Cheese,,,1,,50k for 2 slices 2,30000.0,6617.647,0.0,23382.353,0.0,0.0,Dine In,Pizza Impact,,,BCA QR,Payment,
Pizza Impact,JV1OY8,30-12-2023,14:12:35,SLICE,Unbranded,Box Slice,,,1,,50k for 2 slices 2,3000.0,661.765,0.0,2338.235,0.0,0.0,Dine In,Pizza Impact,,,BCA QR,Payment,
Pizza Impact,JV1OY7,30-12-2023,14:01:46,SLICE,Unbranded,Slice Pepperoni,,,1,,,35000.0,0.0,0.0,35000.0,0.0,0.0,Dine In,Pizza Impact,,,BCA QR,Payment,
Pizza Impact,JV1OY6,29-12-2023,20:01:11,SLICE,Unbranded,Mac & cheese,,14080,1,,promo new menu,35000.0,5000.0,0.0,30000.0,0.0,0.0,Dine In,Pizza Impact,,,BCA,Payment,
Pizza Impact,JV1OY6,29-12-2023,20:01:11,SLICE,Unbranded,Slice Cheese,,,1,,,30000.0,0.0,0.0,30000.0,0.0,0.0,Dine In,Pizza Impact,,,BCA,Payment,
Pizza Impact,JV1OY5,29-12-2023,19:51:22,SLICE,Unbranded,Slice Cheese,,,1,,50k for 2 slices 2,30000.0,6923.077,0.0,23076.923,0.0,0.0,Dine In,Pizza Impact,,,BCA,Payment,
Pizza Impact,JV1OY5,29-12-2023,19:51:22,SLICE,Unbranded,Slice Pepperoni,,,1,,50k for 2 slices 2,35000.0,8076.923,0.0,26923.077,0.0,0.0,Dine In,Pizza Impact,,,BCA,Payment,
Pizza Impact,JV1OY3,29-12-2023,18:16:28,SLICE,Unbranded,Slice Pepperoni,,,1,,50k for 2 slices 2,35000.0,8076.923,0.0,26923.077,0.0,0.0,Dine In,Pizza Impact,,,BCA QR,Payment,
Pizza Impact,JV1OY3,29-12-2023,18:16:28,SLICE,Unbranded,Slice Cheese,,,1,,50k for 2 slices 2,30000.0,6923.077,0.0,23076.923,0.0,0.0,Dine In,Pizza Impact,,,BCA QR,Payment,
Pizza Impact,JV1OY2,29-12-2023,17:34:10,SLICE,Unbranded,Mac & cheese,,14080,1,,promo new menu,35000.0,5000.0,0.0,30000.0,0.0,0.0,Dine In,Pizza Impact,,,Cash,Payment,
Pizza Impact,JV1OY2,29-12-2023,17:34:10,SLICE,Unbranded,Slice Pepperoni,,,1,,,35000.0,0.0,0.0,35000.0,0.0,0.0,Dine In,Pizza Impact,,,Cash,Payment,
Pizza Impact,JV1OY1,29-12-2023,14:59:49,SLICE,Unbranded,Slice Cheese,,,1,,50k for 2 slices 2,30000.0,6923.077,0.0,23076.923,0.0,0.0,Dine In,Pizza Impact,,,BCA QR,Payment,
Pizza Impact,JV1OY1,29-12-2023,14:59:49,SLICE,Unbranded,Slice Pepperoni,,,1,,50k for 2 slices 2,35000.0,8076.923,0.0,26923.077,0.0,0.0,Dine In,Pizza Impact,,,BCA QR,Payment,
Pizza Impact,JV1OY0,28-12-2023,15:19:31,SLICE,Unbranded,Slice Cheese,,,1,,50k for 2 slices 2,30000.0,6923.077,0.0,23076.923,0.0,0.0,Dine In,Pizza Impact,,,BCA QR,Payment,
Pizza Impact,JV1OY0,28-12-2023,15:19:31,SLICE,Unbranded,Slice Pepperoni,,,1,,50k for 2 slices 2,35000.0,8076.923,0.0,26923.077,0.0,0.0,Dine In,Pizza Impact,,,BCA QR,Payment,
Pizza Impact,JV1OXZ,27-12-2023,19:45:21,PIE,Unbranded,MIX,,,1,,"50k for 2 slices 1, 50k for 2 slices 3",230000.0,30000.0,0.0,200000.0,0.0,0.0,Dine In,Pizza Impact,,,BCA QR,Payment,
Pizza Impact,JV1OXY,27-12-2023,19:16:28,SLICE,Unbranded,Slice Cheese,,,1,,50k for 2 slices 2,30000.0,6923.077,0.0,23076.923,0.0,0.0,Dine In,Pizza Impact,,,Cash,Payment,
Pizza Impact,JV1OXY,27-12-2023,19:16:28,SLICE,Unbranded,Slice Pepperoni,,,1,,50k for 2 slices 2,35000.0,8076.923,0.0,26923.077,0.0,0.0,Dine In,Pizza Impact,,,Cash,Payment,
Pizza Impact,JV1OXX,27-12-2023,19:14:20,SLICE,Unbranded,Slice Pepperoni,,,1,,Voucher 25k all varian,35000.0,5000.0,0.0,30000.0,0.0,0.0,Dine In,Pizza Impact,,,Cash,Payment,
Pizza Impact,JV1OXW,27-12-2023,18:38:45,SLICE,Unbranded,Slice Pepperoni,,,2,,50k for 2 slices 3,70000.0,20000.0,0.0,50000.0,0.0,0.0,Dine In,Pizza Impact,,,Cash,Payment,
Pizza Impact,JV1OXV,27-12-2023,18:25:46,SLICE,Unbranded,Slice Cheese,,,1,,50k for 2 slices 2,30000.0,6923.077,0.0,23076.923,0.0,0.0,Dine In,Pizza Impact,,,Cash,Payment,
Pizza Impact,JV1OXV,27-12-2023,18:25:46,SLICE,Unbranded,Slice Pepperoni,,,1,,50k for 2 slices 2,35000.0,8076.923,0.0,26923.077,0.0,0.0,Dine In,Pizza Impact,,,Cash,Payment,
Pizza Impact,JV1OXU,27-12-2023,18:01:40,SLICE,Unbranded,Slice Pepperoni,,,1,,50k for 2 slices 2,35000.0,8076.923,0.0,26923.077,0.0,0.0,Dine In,Pizza Impact,,,Cash,Payment,
Pizza Impact,JV1OXU,27-12-2023,18:01:40,SLICE,Unbranded,Slice Cheese,,,1,,50k for 2 slices 2,30000.0,6923.077,0.0,23076.923,0.0,0.0,Dine In,Pizza Impact,,,Cash,Payment,
Pizza Impact,JV1OXT,27-12-2023,14:40:34,SLICE,Unbranded,Slice Cheese,,,2,,50k for 2 slices 1,60000.0,10000.0,0.0,50000.0,0.0,0.0,Dine In,Pizza Impact,,,BCA QR,Payment,
Pizza Impact,JV1OXS,27-12-2023,14:05:58,SLICE,Unbranded,Slice Cheese,,,2,,50k for 2 slices 1,60000.0,10000.0,0.0,50000.0,0.0,0.0,Dine In,Pizza Impact,,,BCA QR,Payment,
Pizza Impact,JV1OXR,27-12-2023,14:00:50,SLICE,Unbranded,Slice Cheese,,,1,,50k for 2 slices 2,30000.0,6923.077,0.0,23076.923,0.0,0.0,Dine In,Pizza Impact,,,BCA QR,Payment,
Pizza Impact,JV1OXR,27-12-2023,14:00:50,SLICE,Unbranded,Slice Pepperoni,,,1,,50k for 2 slices 2,35000.0,8076.923,0.0,26923.077,0.0,0.0,Dine In,Pizza Impact,,,BCA QR,Payment,
Pizza Impact,JV1OXQ,27-12-2023,13:32:25,PIE,Unbranded,MIX,,,1,,"50k for 2 slices 1, 50k for 2 slices 3",230000.0,30000.0,0.0,200000.0,0.0,0.0,Dine In,Pizza Impact,,,BCA QR,Payment,
Pizza Impact,JV1OXP,25-12-2023,19:42:46,SLICE,Unbranded,Slice Cheese,,,2,,50k for 2 slices 1,60000.0,10000.0,0.0,50000.0,0.0,0.0,Dine In,Pizza Impact,,,BCA QR,Payment,
Pizza Impact,JV1OXO,25-12-2023,19:39:26,SLICE,Unbranded,Slice Cheese,,,1,,,30000.0,0.0,0.0,30000.0,0.0,0.0,Dine In,Pizza Impact,,,BCA QR,Payment,
Pizza Impact,JV1OXN,25-12-2023,19:36:37,SLICE,Unbranded,Slice Cheese,,,1,,,30000.0,0.0,0.0,30000.0,0.0,0.0,Dine In,Pizza Impact,,,Cash,Payment,
Pizza Impact,JV1OXM,25-12-2023,18:57:48,SLICE,Unbranded,Mac & cheese,,14080,1,,promo new menu,35000.0,5000.0,0.0,30000.0,0.0,0.0,Dine In,Pizza Impact,,,BCA QR,Payment,
Pizza Impact,JV1OXL,25-12-2023,18:47:52,SLICE,Unbranded,Slice Pepperoni,,,1,,50k for 2 slices 1,35000.0,10000.0,0.0,25000.0,0.0,0.0,Dine In,Pizza Impact,,,Cash,Payment,
Pizza Impact,JV1OXK,25-12-2023,18:26:42,SLICE,Unbranded,Slice Pepperoni,,,2,,50k for 2 slices 3,70000.0,20000.0,0.0,50000.0,0.0,0.0,Dine In,Pizza Impact,,,BCA,Payment,
Pizza Impact,JV1OXJ,25-12-2023,16:15:44,SLICE,Unbranded,Slice Cheese,,,1,,50k for 2 slices 2,30000.0,6923.077,0.0,23076.923,0.0,0.0,Dine In,Pizza Impact,,,Cash,Payment,
Pizza Impact,JV1OXJ,25-12-2023,16:15:44,SLICE,Unbranded,Slice Pepperoni,,,1,,50k for 2 slices 2,35000.0,8076.923,0.0,26923.077,0.0,0.0,Dine In,Pizza Impact,,,Cash,Payment,
Pizza Impact,JV1OXI,25-12-2023,15:28:23,SLICE,Unbranded,Slice Cheese,,,1,,50k for 2 slices 2,30000.0,6923.077,0.0,23076.923,0.0,0.0,Dine In,Pizza Impact,,,BCA QR,Payment,
Pizza Impact,JV1OXI,25-12-2023,15:28:23,SLICE,Unbranded,Slice Pepperoni,,,1,,50k for 2 slices 2,35000.0,8076.923,0.0,26923.077,0.0,0.0,Dine In,Pizza Impact,,,BCA QR,Payment,
Pizza Impact,JV1OXH,25-12-2023,15:16:52,SLICE,Unbranded,Slice Pepperoni,,,2,,50k for 2 slices 3,70000.0,13592.233,0.0,56407.767,0.0,0.0,Dine In,Pizza Impact,,,BCA,Payment,
Pizza Impact,JV1OXH,25-12-2023,15:16:52,SLICE,Unbranded,Mac & cheese,,14080,1,,"promo new menu, 50k for 2 slices 3",35000.0,10825.243,0.0,24174.757,0.0,0.0,Dine In,Pizza Impact,,,BCA,Payment,
Pizza Impact,JV1OXH,25-12-2023,15:16:52,SLICE,Unbranded,Box Slice,,,1,,50k for 2 slices 3,3000.0,582.524,0.0,2417.476,0.0,0.0,Dine In,Pizza Impact,,,BCA,Payment,
Pizza Impact,JV1OXG,25-12-2023,14:58:32,SLICE,Unbranded,Slice Pepperoni,,,1,,50k for 2 slices 2,35000.0,8076.923,0.0,26923.077,0.0,0.0,Dine In,Pizza Impact,,,BCA QR,Payment,
Pizza Impact,JV1OXG,25-12-2023,14:58:32,SLICE,Unbranded,Slice Cheese,,,1,,50k for 2 slices 2,30000.0,6923.077,0.0,23076.923,0.0,0.0,Dine In,Pizza Impact,,,BCA QR,Payment,
Pizza Impact,JV1OXF,24-12-2023,19:54:37,SLICE,Unbranded,Mac & cheese,,14080,1,,promo new menu,35000.0,5000.0,0.0,30000.0,0.0,0.0,Dine In,Pizza Impact,,,Cash,Payment,
Pizza Impact,JV1OXE,24-12-2023,19:39:58,SLICE,Unbranded,Mac & cheese,,14080,1,,promo new menu,35000.0,5000.0,0.0,30000.0,0.0,0.0,Dine In,Pizza Impact,,,Cash,Payment,
Pizza Impact,JV1OXD,24-12-2023,19:10:48,SLICE,Unbranded,Mac & cheese,,14080,2,,promo new menu,70000.0,10000.0,0.0,60000.0,0.0,0.0,Dine In,Pizza Impact,,,BCA QR,Payment,
Pizza Impact,JV1OXC,24-12-2023,18:59:47,SLICE,Unbranded,Slice Cheese,,,1,,50k for 2 slices 2,30000.0,6923.077,0.0,23076.923,0.0,0.0,Dine In,Pizza Impact,,,Cash,Payment,
Pizza Impact,JV1OXC,24-12-2023,18:59:47,SLICE,Unbranded,Slice Pepperoni,,,1,,50k for 2 slices 2,35000.0,8076.923,0.0,26923.077,0.0,0.0,Dine In,Pizza Impact,,,Cash,Payment,
Pizza Impact,JV1OXB,24-12-2023,18:43:05,SLICE,Unbranded,Slice Pepperoni,,,1,,50k for 2 slices 2,35000.0,8076.923,0.0,26923.077,0.0,0.0,Dine In,Pizza Impact,,,Cash,Payment,
Pizza Impact,JV1OXB,24-12-2023,18:43:05,SLICE,Unbranded,Slice Cheese,,,1,,50k for 2 slices 2,30000.0,6923.077,0.0,23076.923,0.0,0.0,Dine In,Pizza Impact,,,Cash,Payment,
Pizza Impact,JV1OXA,24-12-2023,18:36:41,SLICE,Unbranded,Slice Cheese,,,1,,50k for 2 slices 2,30000.0,6923.077,0.0,23076.923,0.0,0.0,Dine In,Pizza Impact,,,Cash,Payment,
Pizza Impact,JV1OXA,24-12-2023,18:36:41,SLICE,Unbranded,Slice Pepperoni,,,1,,50k for 2 slices 2,35000.0,8076.923,0.0,26923.077,0.0,0.0,Dine In,Pizza Impact,,,Cash,Payment,
Pizza Impact,JV1OX9,24-12-2023,16:57:37,SLICE,Unbranded,Slice Pepperoni,,,1,,50k for 2 slices 2,35000.0,7720.588,0.0,27279.412,0.0,0.0,Dine In,Pizza Impact,,,Cash,Payment,
Pizza Impact,JV1OX9,24-12-2023,16:57:37,SLICE,Unbranded,Slice Cheese,,,1,,50k for 2 slices 2,30000.0,6617.647,0.0,23382.353,0.0,0.0,Dine In,Pizza Impact,,,Cash,Payment,
Pizza Impact,JV1OX9,24-12-2023,16:57:37,SLICE,Unbranded,Box Slice,,,1,,50k for 2 slices 2,3000.0,661.765,0.0,2338.235,0.0,0.0,Dine In,Pizza Impact,,,Cash,Payment,
Pizza Impact,JV1OX8,24-12-2023,16:53:13,SLICE,Unbranded,Slice Cheese,,,1,,50k for 2 slices 2,30000.0,6923.077,0.0,23076.923,0.0,0.0,Dine In,Pizza Impact,,,BCA QR,Payment,
Pizza Impact,JV1OX8,24-12-2023,16:53:13,SLICE,Unbranded,Slice Pepperoni,,,1,,50k for 2 slices 2,35000.0,8076.923,0.0,26923.077,0.0,0.0,Dine In,Pizza Impact,,,BCA QR,Payment,
Pizza Impact,JV1OX7,24-12-2023,16:40:53,SLICE,Unbranded,Mac & cheese,,14080,1,,promo new menu,35000.0,5000.0,0.0,30000.0,0.0,0.0,Dine In,Pizza Impact,,,BCA QR,Payment,
Pizza Impact,JV1OX6,24-12-2023,16:19:17,SLICE,Unbranded,Slice Pepperoni,,,1,,50k for 2 slices 2,35000.0,8076.923,0.0,26923.077,0.0,0.0,Dine In,Pizza Impact,,,BCA,Payment,
Pizza Impact,JV1OX6,24-12-2023,16:19:17,SLICE,Unbranded,Slice Cheese,,,1,,50k for 2 slices 2,30000.0,6923.077,0.0,23076.923,0.0,0.0,Dine In,Pizza Impact,,,BCA,Payment,
Pizza Impact,JV1OX5,24-12-2023,16:17:58,SLICE,Unbranded,Slice Pepperoni,,,1,,50k for 2 slices 2,35000.0,8076.923,0.0,26923.077,0.0,0.0,Dine In,Pizza Impact,,,BCA QR,Payment,
Pizza Impact,JV1OX5,24-12-2023,16:17:58,SLICE,Unbranded,Slice Cheese,,,1,,50k for 2 slices 2,30000.0,6923.077,0.0,23076.923,0.0,0.0,Dine In,Pizza Impact,,,BCA QR,Payment,
Pizza Impact,JV1OX4,24-12-2023,16:03:01,SLICE,Unbranded,Slice Cheese,,,1,,,30000.0,0.0,0.0,30000.0,0.0,0.0,Dine In,Pizza Impact,,,BCA,Payment,
Pizza Impact,JV1OX4,24-12-2023,16:03:01,SLICE,Unbranded,Slice Pepperoni,,,1,,,35000.0,0.0,0.0,35000.0,0.0,0.0,Dine In,Pizza Impact,,,BCA,Payment,
